date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:40:58	125/125	---M-Z	200	added ('OK')	text/plain	etag:%2274-5de416720da00-gzip%22	https://strawberry10950483.brizy.site/robots.txt		(from )
20:40:59	124540/124540	---M-Z	200	added ('OK')	text/html	date:Fri,%2006%20May%202022%2001:41:04%20GMT	https://strawberry10950483.brizy.site/	C:/Users/teddk/OneDrive/Pictures/NUT%20University/Nut%20Main%20Webpage%20DRAFT%202/strawberry10950483.brizy.site/index.html	(from )
20:41:00	36913/36913	---MC-	200	added ('OK')	image/png	date:Wed,%2004%20May%202022%2023:34:33%20GMT	https://a-cloud.b-cdn.net/images/cropped-favicon-192x192.png	C:/Users/teddk/OneDrive/Pictures/NUT%20University/Nut%20Main%20Webpage%20DRAFT%202/a-cloud.b-cdn.net/images/cropped-favicon-192x192.png	(from https://strawberry10950483.brizy.site/)
20:41:00	83632/83632	---MCZ	200	added ('OK')	text/css	etag:W/%2210dbfba62a29aee0e8356909d22f5850%22	https://b-cloud.b-cdn.net/builds/free/235-cloud/editor/css/group-3.css	C:/Users/teddk/OneDrive/Pictures/NUT%20University/Nut%20Main%20Webpage%20DRAFT%202/b-cloud.b-cdn.net/builds/free/235-cloud/editor/css/group-3.css	(from https://strawberry10950483.brizy.site/)
20:41:00	244108/244108	---MCZ	200	added ('OK')	text/css	etag:W/%2216c45dd1a04b8f175562f1324f9eb20f%22	https://b-cloud.b-cdn.net/builds/free/235-cloud/editor/css/preview.css	C:/Users/teddk/OneDrive/Pictures/NUT%20University/Nut%20Main%20Webpage%20DRAFT%202/b-cloud.b-cdn.net/builds/free/235-cloud/editor/css/preview.css	(from https://strawberry10950483.brizy.site/)
20:41:01	71741/71741	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20May%202022%2022:50:16%20GMT	https://a-cloud.b-cdn.net/media/iW=5000&iH=any/d03-BG-sands.jpg	C:/Users/teddk/OneDrive/Pictures/NUT%20University/Nut%20Main%20Webpage%20DRAFT%202/a-cloud.b-cdn.net/media/iW=5000&iH=any/d03-BG-sands.jpg	(from https://strawberry10950483.brizy.site/)
20:41:02	204122/204122	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20May%202022%2001:41:06%20GMT	https://a-cloud.b-cdn.net/media/iW=5000&iH=any/fee6b8ce1e2a0ab00a71f6a66ac306de.jpg	C:/Users/teddk/OneDrive/Pictures/NUT%20University/Nut%20Main%20Webpage%20DRAFT%202/a-cloud.b-cdn.net/media/iW=5000&iH=any/fee6b8ce1e2a0ab00a71f6a66ac306de.jpg	(from https://strawberry10950483.brizy.site/)
20:41:03	2087/2087	---M--	200	added ('OK')	image/jpeg	date:Fri,%2006%20May%202022%2001:41:07%20GMT	https://a-cloud.b-cdn.net/media/iW=1920&iH=346&oX=0&oY=98&cW=1920&cH=149/741e6bfa041f1716451076bdb093d7c5.jpg	C:/Users/teddk/OneDrive/Pictures/NUT%20University/Nut%20Main%20Webpage%20DRAFT%202/a-cloud.b-cdn.net/media/iW=1920&iH=346&oX=0&oY=98&cW=1920&cH=149/741e6bfa041f1716451076bdb093d7c5.jpg	(from https://strawberry10950483.brizy.site/)
20:41:05	12012/12012	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20May%202022%2022:50:19%20GMT	https://a-cloud.b-cdn.net/media/iW=261&iH=175&oX=14&oY=0&cW=233&cH=175/28bb890ba56a128c12f08bf433105274.jpg	C:/Users/teddk/OneDrive/Pictures/NUT%20University/Nut%20Main%20Webpage%20DRAFT%202/a-cloud.b-cdn.net/media/iW=261&iH=175&oX=14&oY=0&cW=233&cH=175/28bb890ba56a128c12f08bf433105274.jpg	(from https://strawberry10950483.brizy.site/)
20:41:05	11225/11225	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20May%202022%2022:50:19%20GMT	https://a-cloud.b-cdn.net/media/iW=250&iH=167&oX=13&oY=0&cW=223&cH=167/2e8af12f9badf638ec2b3b801c7a5655.jpg	C:/Users/teddk/OneDrive/Pictures/NUT%20University/Nut%20Main%20Webpage%20DRAFT%202/a-cloud.b-cdn.net/media/iW=250&iH=167&oX=13&oY=0&cW=223&cH=167/2e8af12f9badf638ec2b3b801c7a5655.jpg	(from https://strawberry10950483.brizy.site/)
